"","Genotype","Type","Ploidy","Species","CCC_Group","Average_Tuber_Weight_(g)","Number_of_Tubers_per_plant","Total_Tuber_Yield_(kg_per_plant)","clust"
"817","BGVCOL_15062009","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",52,3.835,1.27833333333333,"3"
"818","BGVCOL_15062010","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",47,3.035,1.01166666666667,"1"
"819","BGVCOL_15062015","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",56.5,3.26,1.08666666666667,"3"
"820","BGVCOL_15062020","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",47,3.865,1.28833333333333,"3"
"821","BGVCOL_15062021","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",65.5,4.57,1.52333333333333,"3"
"822","BGVCOL_15062025","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",47,2.67,0.89,"1"
"823","BGVCOL_15062026","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",47.5,2.455,0.818333333333333,"1"
"824","BGVCOL_15062027","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",46,3,1,"1"
"825","BGVCOL_15062028","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",65.5,3.12,1.04,"3"
"826","BGVCOL_15062029","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",70,3.31,1.10333333333333,"3"
"827","BGVCOL_15062507","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",43.5,1.335,0.445,"1"
"828","BGVCOL_15062509","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",66.5,2.705,0.901666666666667,"3"
"829","BGVCOL_15062180","Type_Campo","Ploidy_No definido","Solanum tuberosum subsp. phureja","CCC_Group_No definido",56,1.69,0.563333333333333,"1"
"830","BGVCOL_15062515","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",40.5,0.94,0.313333333333333,"1"
"831","BGVCOL_15062591","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",55.5,1.69,0.563333333333333,"1"
"832","BGVCOL_15062592","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",75.5,3.06,1.02,"3"
"833","BGVCOL_15062593","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",63,2.13,0.71,"1"
"834","BGVCOL_15062594","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",72.5,1.91,0.636666666666667,"3"
"835","BGVCOL_15062595","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",27.5,1.78,0.593333333333333,"1"
"836","BGVCOL_15062596","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",63,2.125,0.708333333333333,"1"
"837","BGVCOL_15062598","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",20,1.06,0.353333333333333,"2"
"838","BGVCOL_15062599","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",64.5,3.645,1.215,"3"
"839","BGVCOL_15062600","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",75.5,4.44,1.48,"3"
"840","BGVCOL_15062601","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",72,3.165,1.055,"3"
"841","BGVCOL_15062582","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",83.5,2.355,0.785,"3"
"842","BGVCOL_15061047","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. phureja","CCC_Group_CCC_Group_A",35,1.415,0.471666666666667,"1"
"843","BGVCOL_15062828","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",47.5,2.955,0.985,"1"
"844","BGVCOL_15062746","Type_Campo","Ploidy_Diploid","No disponible","CCC_Group_CCC_Group_A",34,1.195,0.398333333333333,"1"
"845","BGVCOL_15061767","Type_Campo","Ploidy_Diploid","Solanum tuberosum subsp. andigena","CCC_Group_CCC_Group_A",12.1333333333333,41.1740740740741,0.716666666666667,"5"
